Using device: cuda

Loading language model and tokenizer...
Loading embedding model and tokenizer...
Loading dataset...
Original data size: 36718
Filtered data size: 17148
Total (filtered) data points: 17148
Reference data points (15%): 2572
Training data points (68%): 11644
Validation data points (17%): 2911

Creating training and validation sequences...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few places of the country ), , in which "the poetry becomes more romantic and self-conscious rather than full-fledged poetry". .

The late Nineteenth–First Century of Chinese Literature, China, a very fine century of Chinese poets, was dominated by many Chinese poets ( among them Gao Tengf
Candidate 2:  vague sense ).

The book, The Long History of the Song Hao (1st English 1570), was published by the American American College of Artists in September 1571. The author, who was once president of the United States of America, praised the great work of Du Fu 's successor in Japan as
Candidate 3:  brief period of time ) , as well as general admirers. A number of influential Chinese poets published works like " The Great Chinese Song". Another noteworthy poem for the Chinese poetry of the seventeenth century was " The Golden Song" by Li Ling (or " the Golden Song", Chinese for " golden orchid") ,
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1: .  and in 1997 " Herons was featured on the film "The Man with the Dragon Tattoo" , which is credited with promoting the story of Herons''.  In 2002 boulter starring as " Sarah  in the " Sarah - s "  season  was featured in the television miniseries "
Candidate 2:  of Versailles " ". (Sheikh)

In March 2003, Boulter was cast as " Sheik" in the play "Farewell " with " Vadim " " in the role .

He has also starred in the play "The Man Who Died" as both " She
Candidate 3: 

In 1982 He also played an American as Dr. Jack Homan , and in 1985 also played a native American in New York , as well as a Spanish native as   Marjorie " in the musical Herons , and in 1987 he played a native Spanish American in a play He " . He also
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1: 's real name is James Wylie & was born in Chicago, Illinois and moved to New Zealand in 1962. In 1976, Boulter graduated from Southern Illinois University with a degree in political science. He then began his career as an instructor at the University of Maryland. He also worked at the Harvard University Medical School
Candidate 2:  was a cast member on the show during the 1980s.

On October 29th 2000 John Kivira won the first ever Golden Globe for his portrayal of the character of " The Doctor " . He returned for his second outing in 2000 , to play  the Doctor  in a film about The Doctor, starring
Candidate 3:  also worked as The Great British Bake Off's host in 2010, and in 2012, was confirmed as the winner of the ITV soap opera, The Cooked by Chris, which aired on Sky News. Boulter was originally introduced in the episode " The Last Straw " on 4 July 2013.

Boulter
Fine-tuning Model 0 on initial training data...
{'loss': 1.6217, 'grad_norm': 7.051176071166992, 'learning_rate': 4.8242971887550205e-05, 'epoch': 0.11}
{'loss': 1.6871, 'grad_norm': 7.416871547698975, 'learning_rate': 4.8180220883534136e-05, 'epoch': 0.11}
{'loss': 1.6661, 'grad_norm': 8.265487670898438, 'learning_rate': 4.8117469879518074e-05, 'epoch': 0.11}
{'loss': 1.7927, 'grad_norm': 7.780384063720703, 'learning_rate': 4.805471887550201e-05, 'epoch': 0.12}
{'loss': 1.5651, 'grad_norm': 7.413402557373047, 'learning_rate': 4.799196787148594e-05, 'epoch': 0.12}
{'loss': 1.7836, 'grad_norm': 7.57614278793335, 'learning_rate': 4.7929216867469886e-05, 'epoch': 0.12}
{'loss': 1.5254, 'grad_norm': 7.368493556976318, 'learning_rate': 4.786646586345382e-05, 'epoch': 0.13}
{'loss': 1.533, 'grad_norm': 8.686249732971191, 'learning_rate': 4.7803714859437754e-05, 'epoch': 0.13}
{'loss': 1.5523, 'grad_norm': 5.768132209777832, 'learning_rate': 4.774096385542169e-05, 'epoch': 0.14}
{'loss': 1.6803, 'grad_norm': 6.810368537902832, 'learning_rate': 4.767821285140562e-05, 'epoch': 0.14}
{'loss': 1.6086, 'grad_norm': 7.1072001457214355, 'learning_rate': 4.761546184738956e-05, 'epoch': 0.14}
{'loss': 1.5526, 'grad_norm': 14.231222152709961, 'learning_rate': 4.755271084337349e-05, 'epoch': 0.15}
{'loss': 1.6739, 'grad_norm': 7.77528715133667, 'learning_rate': 4.7489959839357435e-05, 'epoch': 0.15}
{'loss': 1.6005, 'grad_norm': 8.41832447052002, 'learning_rate': 4.7427208835341366e-05, 'epoch': 0.15}
{'loss': 1.532, 'grad_norm': 7.900016784667969, 'learning_rate': 4.73644578313253e-05, 'epoch': 0.16}
{'loss': 1.5618, 'grad_norm': 6.473570823669434, 'learning_rate': 4.730170682730924e-05, 'epoch': 0.16}
{'loss': 1.6366, 'grad_norm': 8.267646789550781, 'learning_rate': 4.723895582329317e-05, 'epoch': 0.17}
{'loss': 1.5577, 'grad_norm': 8.691324234008789, 'learning_rate': 4.717620481927711e-05, 'epoch': 0.17}
{'loss': 1.5911, 'grad_norm': 7.796964168548584, 'learning_rate': 4.7113453815261047e-05, 'epoch': 0.17}
{'loss': 1.6531, 'grad_norm': 8.268418312072754, 'learning_rate': 4.7050702811244984e-05, 'epoch': 0.18}
{'loss': 1.5691, 'grad_norm': 6.894089698791504, 'learning_rate': 4.698795180722892e-05, 'epoch': 0.18}
{'loss': 1.6164, 'grad_norm': 6.3644208908081055, 'learning_rate': 4.692520080321285e-05, 'epoch': 0.18}
{'loss': 1.5763, 'grad_norm': 6.0697832107543945, 'learning_rate': 4.686244979919679e-05, 'epoch': 0.19}
{'loss': 1.6158, 'grad_norm': 5.2082200050354, 'learning_rate': 4.679969879518073e-05, 'epoch': 0.19}
{'loss': 1.6617, 'grad_norm': 8.003173828125, 'learning_rate': 4.673694779116466e-05, 'epoch': 0.2}
{'loss': 1.6704, 'grad_norm': 7.022944450378418, 'learning_rate': 4.6674196787148596e-05, 'epoch': 0.2}
{'loss': 1.7415, 'grad_norm': 7.9674482345581055, 'learning_rate': 4.661144578313253e-05, 'epoch': 0.2}
{'loss': 1.5338, 'grad_norm': 6.694136619567871, 'learning_rate': 4.654869477911647e-05, 'epoch': 0.21}
{'loss': 1.7105, 'grad_norm': 8.473586082458496, 'learning_rate': 4.64859437751004e-05, 'epoch': 0.21}
{'loss': 1.6129, 'grad_norm': 7.106536388397217, 'learning_rate': 4.642319277108434e-05, 'epoch': 0.21}
{'loss': 1.5553, 'grad_norm': 6.406029224395752, 'learning_rate': 4.6360441767068276e-05, 'epoch': 0.22}
{'loss': 1.6008, 'grad_norm': 6.243191719055176, 'learning_rate': 4.629769076305221e-05, 'epoch': 0.22}
{'loss': 1.6425, 'grad_norm': 6.100654125213623, 'learning_rate': 4.6234939759036145e-05, 'epoch': 0.23}
{'loss': 1.689, 'grad_norm': 6.668715476989746, 'learning_rate': 4.617218875502008e-05, 'epoch': 0.23}
{'loss': 1.8196, 'grad_norm': 8.729546546936035, 'learning_rate': 4.610943775100402e-05, 'epoch': 0.23}
{'loss': 1.5498, 'grad_norm': 5.122489929199219, 'learning_rate': 4.604668674698796e-05, 'epoch': 0.24}
{'loss': 1.6707, 'grad_norm': 6.741901397705078, 'learning_rate': 4.5990210843373493e-05, 'epoch': 0.24}
{'loss': 1.6165, 'grad_norm': 6.951371669769287, 'learning_rate': 4.592745983935743e-05, 'epoch': 0.24}
{'loss': 1.5848, 'grad_norm': 8.042313575744629, 'learning_rate': 4.586470883534137e-05, 'epoch': 0.25}
{'loss': 1.5993, 'grad_norm': 7.555301666259766, 'learning_rate': 4.5801957831325306e-05, 'epoch': 0.25}
{'loss': 1.3492, 'grad_norm': 7.897453308105469, 'learning_rate': 4.573920682730924e-05, 'epoch': 0.26}
{'loss': 1.6727, 'grad_norm': 7.690532684326172, 'learning_rate': 4.5676455823293174e-05, 'epoch': 0.26}
{'loss': 1.6301, 'grad_norm': 5.944151401519775, 'learning_rate': 4.561370481927711e-05, 'epoch': 0.26}
{'loss': 1.627, 'grad_norm': 6.803841590881348, 'learning_rate': 4.555095381526104e-05, 'epoch': 0.27}
{'loss': 1.6138, 'grad_norm': 5.902176380157471, 'learning_rate': 4.548820281124499e-05, 'epoch': 0.27}
{'loss': 1.617, 'grad_norm': 5.900839805603027, 'learning_rate': 4.542545180722892e-05, 'epoch': 0.27}
{'loss': 1.5114, 'grad_norm': 6.30861234664917, 'learning_rate': 4.5362700803212855e-05, 'epoch': 0.28}
{'loss': 1.3947, 'grad_norm': 5.767070770263672, 'learning_rate': 4.529994979919679e-05, 'epoch': 0.28}
{'loss': 1.6795, 'grad_norm': 7.140485763549805, 'learning_rate': 4.523719879518072e-05, 'epoch': 0.29}
{'loss': 1.6152, 'grad_norm': 5.937948703765869, 'learning_rate': 4.517444779116466e-05, 'epoch': 0.29}
{'loss': 1.5468, 'grad_norm': 6.99906063079834, 'learning_rate': 4.511169678714859e-05, 'epoch': 0.29}
{'loss': 1.5495, 'grad_norm': 7.241583824157715, 'learning_rate': 4.5048945783132536e-05, 'epoch': 0.3}
{'loss': 1.6035, 'grad_norm': 6.01594352722168, 'learning_rate': 4.4986194779116467e-05, 'epoch': 0.3}
{'loss': 1.6322, 'grad_norm': 6.820333003997803, 'learning_rate': 4.4923443775100404e-05, 'epoch': 0.3}
{'loss': 1.651, 'grad_norm': 6.216345310211182, 'learning_rate': 4.486069277108434e-05, 'epoch': 0.31}
{'loss': 1.6414, 'grad_norm': 5.646725654602051, 'learning_rate': 4.479794176706827e-05, 'epoch': 0.31}
{'loss': 1.5066, 'grad_norm': 7.028437614440918, 'learning_rate': 4.473519076305221e-05, 'epoch': 0.32}
{'loss': 1.5679, 'grad_norm': 5.648883819580078, 'learning_rate': 4.467243975903615e-05, 'epoch': 0.32}
{'loss': 1.5349, 'grad_norm': 7.627151966094971, 'learning_rate': 4.4609688755020085e-05, 'epoch': 0.32}
{'loss': 1.6003, 'grad_norm': 5.854284763336182, 'learning_rate': 4.454693775100402e-05, 'epoch': 0.33}
{'loss': 1.6375, 'grad_norm': 6.137493133544922, 'learning_rate': 4.448418674698795e-05, 'epoch': 0.33}
{'loss': 1.7155, 'grad_norm': 6.779674053192139, 'learning_rate': 4.442143574297189e-05, 'epoch': 0.34}
{'loss': 1.7675, 'grad_norm': 7.206016540527344, 'learning_rate': 4.435868473895582e-05, 'epoch': 0.34}
{'loss': 1.6541, 'grad_norm': 5.640178680419922, 'learning_rate': 4.429593373493976e-05, 'epoch': 0.34}
{'loss': 1.6487, 'grad_norm': 6.684708118438721, 'learning_rate': 4.4233182730923696e-05, 'epoch': 0.35}
{'loss': 1.6243, 'grad_norm': 7.517970561981201, 'learning_rate': 4.4170431726907634e-05, 'epoch': 0.35}
{'loss': 1.64, 'grad_norm': 7.528016090393066, 'learning_rate': 4.410768072289157e-05, 'epoch': 0.35}
{'loss': 1.6857, 'grad_norm': 8.188756942749023, 'learning_rate': 4.40449297188755e-05, 'epoch': 0.36}
{'loss': 1.601, 'grad_norm': 5.707757472991943, 'learning_rate': 4.398217871485944e-05, 'epoch': 0.36}
{'loss': 1.5529, 'grad_norm': 6.19904899597168, 'learning_rate': 4.391942771084338e-05, 'epoch': 0.37}
{'loss': 1.5117, 'grad_norm': 5.738461971282959, 'learning_rate': 4.385667670682731e-05, 'epoch': 0.37}
{'loss': 1.6907, 'grad_norm': 6.669778823852539, 'learning_rate': 4.3793925702811245e-05, 'epoch': 0.37}
{'loss': 1.6133, 'grad_norm': 5.738073825836182, 'learning_rate': 4.373117469879518e-05, 'epoch': 0.38}
{'loss': 1.4838, 'grad_norm': 5.067437648773193, 'learning_rate': 4.366842369477912e-05, 'epoch': 0.38}
{'loss': 1.5982, 'grad_norm': 8.681487083435059, 'learning_rate': 4.360567269076306e-05, 'epoch': 0.38}
{'loss': 1.579, 'grad_norm': 6.451632022857666, 'learning_rate': 4.354292168674699e-05, 'epoch': 0.39}
{'loss': 1.5598, 'grad_norm': 7.271921634674072, 'learning_rate': 4.3480170682730926e-05, 'epoch': 0.39}
{'loss': 1.5864, 'grad_norm': 5.545826435089111, 'learning_rate': 4.341741967871486e-05, 'epoch': 0.4}
{'loss': 1.5165, 'grad_norm': 7.509870529174805, 'learning_rate': 4.3354668674698794e-05, 'epoch': 0.4}
{'loss': 1.5242, 'grad_norm': 6.1998419761657715, 'learning_rate': 4.329191767068274e-05, 'epoch': 0.4}
{'loss': 1.6283, 'grad_norm': 7.239576816558838, 'learning_rate': 4.322916666666667e-05, 'epoch': 0.41}
{'loss': 1.6292, 'grad_norm': 6.615397930145264, 'learning_rate': 4.316641566265061e-05, 'epoch': 0.41}
{'loss': 1.5935, 'grad_norm': 6.030258655548096, 'learning_rate': 4.310366465863454e-05, 'epoch': 0.41}
{'loss': 1.7406, 'grad_norm': 6.351809501647949, 'learning_rate': 4.3040913654618475e-05, 'epoch': 0.42}
{'loss': 1.5648, 'grad_norm': 6.8104567527771, 'learning_rate': 4.297816265060241e-05, 'epoch': 0.42}
{'loss': 1.7489, 'grad_norm': 5.832948207855225, 'learning_rate': 4.291541164658634e-05, 'epoch': 0.43}
{'loss': 1.5646, 'grad_norm': 5.666855335235596, 'learning_rate': 4.285266064257029e-05, 'epoch': 0.43}
{'loss': 1.6848, 'grad_norm': 6.430567741394043, 'learning_rate': 4.278990963855422e-05, 'epoch': 0.43}
{'loss': 1.6321, 'grad_norm': 7.36150598526001, 'learning_rate': 4.2727158634538156e-05, 'epoch': 0.44}
{'loss': 1.4858, 'grad_norm': 6.4074201583862305, 'learning_rate': 4.2664407630522093e-05, 'epoch': 0.44}
{'loss': 1.5198, 'grad_norm': 7.640719890594482, 'learning_rate': 4.2601656626506024e-05, 'epoch': 0.44}
{'loss': 1.6005, 'grad_norm': 7.21100378036499, 'learning_rate': 4.253890562248996e-05, 'epoch': 0.45}
{'loss': 1.4477, 'grad_norm': 7.872724533081055, 'learning_rate': 4.247615461847389e-05, 'epoch': 0.45}
{'loss': 1.5529, 'grad_norm': 7.4904255867004395, 'learning_rate': 4.241340361445783e-05, 'epoch': 0.46}
{'loss': 1.6574, 'grad_norm': 5.209662914276123, 'learning_rate': 4.2350652610441774e-05, 'epoch': 0.46}
{'loss': 1.6643, 'grad_norm': 10.029362678527832, 'learning_rate': 4.2287901606425705e-05, 'epoch': 0.46}
{'loss': 1.6152, 'grad_norm': 6.402250289916992, 'learning_rate': 4.222515060240964e-05, 'epoch': 0.47}
{'loss': 1.6416, 'grad_norm': 6.569328308105469, 'learning_rate': 4.216239959839357e-05, 'epoch': 0.47}
{'loss': 1.54, 'grad_norm': 6.782942295074463, 'learning_rate': 4.209964859437751e-05, 'epoch': 0.47}
{'loss': 1.7716, 'grad_norm': 7.178678512573242, 'learning_rate': 4.203689759036145e-05, 'epoch': 0.48}
{'loss': 1.6156, 'grad_norm': 6.0897016525268555, 'learning_rate': 4.197414658634538e-05, 'epoch': 0.48}
{'loss': 1.6113, 'grad_norm': 6.8473358154296875, 'learning_rate': 4.191139558232932e-05, 'epoch': 0.49}
{'loss': 1.6142, 'grad_norm': 6.573437690734863, 'learning_rate': 4.1848644578313254e-05, 'epoch': 0.49}
{'loss': 1.6878, 'grad_norm': 7.014495849609375, 'learning_rate': 4.178589357429719e-05, 'epoch': 0.49}
{'loss': 1.5477, 'grad_norm': 6.0442986488342285, 'learning_rate': 4.172314257028113e-05, 'epoch': 0.5}
{'loss': 1.7078, 'grad_norm': 8.986414909362793, 'learning_rate': 4.166039156626506e-05, 'epoch': 0.5}
{'loss': 1.5936, 'grad_norm': 6.445993900299072, 'learning_rate': 4.1597640562249e-05, 'epoch': 0.5}
{'loss': 1.4766, 'grad_norm': 6.018128871917725, 'learning_rate': 4.153488955823293e-05, 'epoch': 0.51}
{'loss': 1.6128, 'grad_norm': 6.650952339172363, 'learning_rate': 4.147213855421687e-05, 'epoch': 0.51}
{'loss': 1.3774, 'grad_norm': 5.376320838928223, 'learning_rate': 4.140938755020081e-05, 'epoch': 0.52}
{'loss': 1.591, 'grad_norm': 6.485469341278076, 'learning_rate': 4.134663654618474e-05, 'epoch': 0.52}
{'loss': 1.5727, 'grad_norm': 6.376499176025391, 'learning_rate': 4.128388554216868e-05, 'epoch': 0.52}
{'loss': 1.5805, 'grad_norm': 7.049930095672607, 'learning_rate': 4.122113453815261e-05, 'epoch': 0.53}
{'loss': 1.634, 'grad_norm': 6.893733978271484, 'learning_rate': 4.1158383534136546e-05, 'epoch': 0.53}
{'loss': 1.6225, 'grad_norm': 6.728753089904785, 'learning_rate': 4.1095632530120484e-05, 'epoch': 0.53}
{'loss': 1.5798, 'grad_norm': 7.3232197761535645, 'learning_rate': 4.103288152610442e-05, 'epoch': 0.54}
{'loss': 1.532, 'grad_norm': 6.534961700439453, 'learning_rate': 4.097013052208836e-05, 'epoch': 0.54}
{'loss': 1.6571, 'grad_norm': 7.369520664215088, 'learning_rate': 4.090737951807229e-05, 'epoch': 0.55}
{'loss': 1.6629, 'grad_norm': 7.607843399047852, 'learning_rate': 4.084462851405623e-05, 'epoch': 0.55}
{'loss': 1.6259, 'grad_norm': 6.606710910797119, 'learning_rate': 4.0781877510040165e-05, 'epoch': 0.55}
{'loss': 1.6262, 'grad_norm': 7.002511978149414, 'learning_rate': 4.0719126506024095e-05, 'epoch': 0.56}
{'loss': 1.548, 'grad_norm': 5.407259941101074, 'learning_rate': 4.065637550200803e-05, 'epoch': 0.56}
{'loss': 1.6602, 'grad_norm': 7.146042823791504, 'learning_rate': 4.059362449799197e-05, 'epoch': 0.56}
{'loss': 1.5828, 'grad_norm': 6.208546161651611, 'learning_rate': 4.053087349397591e-05, 'epoch': 0.57}
{'loss': 1.6735, 'grad_norm': 5.775542259216309, 'learning_rate': 4.0468122489959845e-05, 'epoch': 0.57}
{'loss': 1.4729, 'grad_norm': 6.43806791305542, 'learning_rate': 4.0405371485943776e-05, 'epoch': 0.58}
{'loss': 1.5671, 'grad_norm': 7.129696369171143, 'learning_rate': 4.0342620481927714e-05, 'epoch': 0.58}
{'loss': 1.6457, 'grad_norm': 6.094707489013672, 'learning_rate': 4.0279869477911644e-05, 'epoch': 0.58}
{'loss': 1.6217, 'grad_norm': 5.6014323234558105, 'learning_rate': 4.021711847389558e-05, 'epoch': 0.59}
{'loss': 1.5324, 'grad_norm': 5.787262439727783, 'learning_rate': 4.015436746987952e-05, 'epoch': 0.59}
{'loss': 1.5031, 'grad_norm': 6.128022193908691, 'learning_rate': 4.009161646586346e-05, 'epoch': 0.59}
{'loss': 1.5372, 'grad_norm': 5.054994106292725, 'learning_rate': 4.0028865461847394e-05, 'epoch': 0.6}
{'loss': 1.6185, 'grad_norm': 8.27568531036377, 'learning_rate': 3.9966114457831325e-05, 'epoch': 0.6}
{'loss': 1.5377, 'grad_norm': 7.752776622772217, 'learning_rate': 3.990336345381526e-05, 'epoch': 0.61}
{'loss': 1.6299, 'grad_norm': 7.299908638000488, 'learning_rate': 3.98406124497992e-05, 'epoch': 0.61}
{'loss': 1.6249, 'grad_norm': 6.520476341247559, 'learning_rate': 3.977786144578313e-05, 'epoch': 0.61}
{'loss': 1.6738, 'grad_norm': 6.716421604156494, 'learning_rate': 3.9715110441767075e-05, 'epoch': 0.62}
{'loss': 1.6151, 'grad_norm': 5.3227667808532715, 'learning_rate': 3.9652359437751006e-05, 'epoch': 0.62}
{'loss': 1.5519, 'grad_norm': 7.096009254455566, 'learning_rate': 3.958960843373494e-05, 'epoch': 0.62}
{'loss': 1.525, 'grad_norm': 7.8595356941223145, 'learning_rate': 3.952685742971888e-05, 'epoch': 0.63}
{'loss': 1.6732, 'grad_norm': 5.599150657653809, 'learning_rate': 3.946410642570281e-05, 'epoch': 0.63}
{'loss': 1.7003, 'grad_norm': 6.171041488647461, 'learning_rate': 3.940135542168675e-05, 'epoch': 0.64}
{'loss': 1.5442, 'grad_norm': 6.75869607925415, 'learning_rate': 3.933860441767068e-05, 'epoch': 0.64}
{'loss': 1.6, 'grad_norm': 6.85537576675415, 'learning_rate': 3.9275853413654624e-05, 'epoch': 0.64}
{'loss': 1.6289, 'grad_norm': 6.705733776092529, 'learning_rate': 3.9213102409638555e-05, 'epoch': 0.65}
{'loss': 1.5623, 'grad_norm': 6.429183006286621, 'learning_rate': 3.915035140562249e-05, 'epoch': 0.65}
{'loss': 1.6219, 'grad_norm': 6.068383693695068, 'learning_rate': 3.908760040160643e-05, 'epoch': 0.66}
{'loss': 1.5876, 'grad_norm': 5.849172592163086, 'learning_rate': 3.902484939759036e-05, 'epoch': 0.66}
{'loss': 1.6151, 'grad_norm': 5.317938327789307, 'learning_rate': 3.89620983935743e-05, 'epoch': 0.66}
{'loss': 1.5465, 'grad_norm': 5.725260257720947, 'learning_rate': 3.8899347389558236e-05, 'epoch': 0.67}
{'loss': 1.6051, 'grad_norm': 7.701640605926514, 'learning_rate': 3.883659638554217e-05, 'epoch': 0.67}
{'loss': 1.528, 'grad_norm': 6.281907081604004, 'learning_rate': 3.877384538152611e-05, 'epoch': 0.67}
{'loss': 1.5662, 'grad_norm': 4.584681987762451, 'learning_rate': 3.871109437751004e-05, 'epoch': 0.68}
{'loss': 1.5803, 'grad_norm': 5.342181205749512, 'learning_rate': 3.864834337349398e-05, 'epoch': 0.68}
{'loss': 1.6298, 'grad_norm': 7.464632511138916, 'learning_rate': 3.8585592369477916e-05, 'epoch': 0.69}
{'loss': 1.549, 'grad_norm': 5.169177532196045, 'learning_rate': 3.852284136546185e-05, 'epoch': 0.69}
{'loss': 1.6322, 'grad_norm': 6.08522367477417, 'learning_rate': 3.8460090361445785e-05, 'epoch': 0.69}
{'loss': 1.5346, 'grad_norm': 6.815546989440918, 'learning_rate': 3.8397339357429715e-05, 'epoch': 0.7}
{'loss': 1.521, 'grad_norm': 6.561881065368652, 'learning_rate': 3.833458835341366e-05, 'epoch': 0.7}
{'loss': 1.6492, 'grad_norm': 8.4646635055542, 'learning_rate': 3.827183734939759e-05, 'epoch': 0.7}
{'loss': 1.706, 'grad_norm': 9.221809387207031, 'learning_rate': 3.820908634538153e-05, 'epoch': 0.71}
{'loss': 1.5829, 'grad_norm': 6.049163341522217, 'learning_rate': 3.8146335341365465e-05, 'epoch': 0.71}
{'loss': 1.4668, 'grad_norm': 4.819728374481201, 'learning_rate': 3.8083584337349396e-05, 'epoch': 0.72}
{'loss': 1.6775, 'grad_norm': 5.571399211883545, 'learning_rate': 3.8020833333333334e-05, 'epoch': 0.72}
{'loss': 1.6964, 'grad_norm': 6.137779235839844, 'learning_rate': 3.795808232931727e-05, 'epoch': 0.72}
{'loss': 1.6313, 'grad_norm': 5.632964134216309, 'learning_rate': 3.789533132530121e-05, 'epoch': 0.73}
{'loss': 1.5934, 'grad_norm': 6.1315836906433105, 'learning_rate': 3.7832580321285146e-05, 'epoch': 0.73}
{'loss': 1.6467, 'grad_norm': 6.024421691894531, 'learning_rate': 3.776982931726908e-05, 'epoch': 0.73}
{'loss': 1.5722, 'grad_norm': 6.657035827636719, 'learning_rate': 3.7707078313253014e-05, 'epoch': 0.74}
{'loss': 1.561, 'grad_norm': 5.40991735458374, 'learning_rate': 3.764432730923695e-05, 'epoch': 0.74}
{'loss': 1.6158, 'grad_norm': 5.45449686050415, 'learning_rate': 3.758157630522088e-05, 'epoch': 0.75}
{'loss': 1.6203, 'grad_norm': 5.900561809539795, 'learning_rate': 3.751882530120482e-05, 'epoch': 0.75}
{'loss': 1.6315, 'grad_norm': 6.706709384918213, 'learning_rate': 3.745607429718876e-05, 'epoch': 0.75}
{'loss': 1.5402, 'grad_norm': 6.555355072021484, 'learning_rate': 3.7393323293172695e-05, 'epoch': 0.76}
{'loss': 1.6187, 'grad_norm': 6.722202777862549, 'learning_rate': 3.7330572289156626e-05, 'epoch': 0.76}
{'loss': 1.5849, 'grad_norm': 6.104098320007324, 'learning_rate': 3.7267821285140563e-05, 'epoch': 0.76}
{'loss': 1.6204, 'grad_norm': 5.9110307693481445, 'learning_rate': 3.72050702811245e-05, 'epoch': 0.77}
{'loss': 1.5555, 'grad_norm': 6.039478778839111, 'learning_rate': 3.714231927710843e-05, 'epoch': 0.77}
{'loss': 1.765, 'grad_norm': 7.602753639221191, 'learning_rate': 3.707956827309237e-05, 'epoch': 0.78}
{'loss': 1.5074, 'grad_norm': 5.974856376647949, 'learning_rate': 3.701681726907631e-05, 'epoch': 0.78}
{'loss': 1.5484, 'grad_norm': 6.323993682861328, 'learning_rate': 3.6954066265060244e-05, 'epoch': 0.78}
{'loss': 1.5749, 'grad_norm': 6.529357433319092, 'learning_rate': 3.689131526104418e-05, 'epoch': 0.79}
{'loss': 1.5932, 'grad_norm': 6.309751033782959, 'learning_rate': 3.682856425702811e-05, 'epoch': 0.79}
{'loss': 1.6914, 'grad_norm': 8.13780403137207, 'learning_rate': 3.676581325301205e-05, 'epoch': 0.79}
{'loss': 1.5577, 'grad_norm': 6.243549823760986, 'learning_rate': 3.670306224899598e-05, 'epoch': 0.8}
{'loss': 1.5222, 'grad_norm': 6.51983118057251, 'learning_rate': 3.664031124497992e-05, 'epoch': 0.8}
{'loss': 1.4678, 'grad_norm': 6.3857526779174805, 'learning_rate': 3.657756024096386e-05, 'epoch': 0.81}
{'loss': 1.5381, 'grad_norm': 6.295538902282715, 'learning_rate': 3.651480923694779e-05, 'epoch': 0.81}
{'loss': 1.5546, 'grad_norm': 5.504690647125244, 'learning_rate': 3.645205823293173e-05, 'epoch': 0.81}
{'loss': 1.7458, 'grad_norm': 6.93366813659668, 'learning_rate': 3.638930722891566e-05, 'epoch': 0.82}
{'loss': 1.5105, 'grad_norm': 6.32106876373291, 'learning_rate': 3.63265562248996e-05, 'epoch': 0.82}
{'loss': 1.5125, 'grad_norm': 5.656737804412842, 'learning_rate': 3.6263805220883537e-05, 'epoch': 0.82}
{'loss': 1.4637, 'grad_norm': 6.4456787109375, 'learning_rate': 3.620105421686747e-05, 'epoch': 0.83}
{'loss': 1.5491, 'grad_norm': 6.1455078125, 'learning_rate': 3.613830321285141e-05, 'epoch': 0.83}
{'loss': 1.6013, 'grad_norm': 6.223341464996338, 'learning_rate': 3.607555220883534e-05, 'epoch': 0.84}
{'loss': 1.5796, 'grad_norm': 5.908941268920898, 'learning_rate': 3.601280120481928e-05, 'epoch': 0.84}
{'loss': 1.5615, 'grad_norm': 5.378244400024414, 'learning_rate': 3.595005020080322e-05, 'epoch': 0.84}
{'loss': 1.5314, 'grad_norm': 6.871583461761475, 'learning_rate': 3.588729919678715e-05, 'epoch': 0.85}
{'loss': 1.5226, 'grad_norm': 4.787440299987793, 'learning_rate': 3.5824548192771086e-05, 'epoch': 0.85}
{'loss': 1.6477, 'grad_norm': 7.290680885314941, 'learning_rate': 3.5761797188755016e-05, 'epoch': 0.85}
{'loss': 1.4811, 'grad_norm': 5.462008476257324, 'learning_rate': 3.569904618473896e-05, 'epoch': 0.86}
{'loss': 1.6258, 'grad_norm': 6.673067092895508, 'learning_rate': 3.56362951807229e-05, 'epoch': 0.86}
{'loss': 1.6441, 'grad_norm': 5.083834171295166, 'learning_rate': 3.557354417670683e-05, 'epoch': 0.87}
{'loss': 1.4745, 'grad_norm': 6.978824138641357, 'learning_rate': 3.5510793172690766e-05, 'epoch': 0.87}
{'loss': 1.5612, 'grad_norm': 6.941291809082031, 'learning_rate': 3.54480421686747e-05, 'epoch': 0.87}
{'loss': 1.6014, 'grad_norm': 6.979682922363281, 'learning_rate': 3.5385291164658635e-05, 'epoch': 0.88}
{'loss': 1.5166, 'grad_norm': 6.512941837310791, 'learning_rate': 3.532254016064257e-05, 'epoch': 0.88}
{'loss': 1.5129, 'grad_norm': 6.211404800415039, 'learning_rate': 3.525978915662651e-05, 'epoch': 0.88}
{'loss': 1.5294, 'grad_norm': 6.457496643066406, 'learning_rate': 3.519703815261045e-05, 'epoch': 0.89}
